Transaction Date,Invoice ID,Customer,Product,Quantity,Unit Price (GBP),Revenue (GBP),Cost (GBP),Gross Profit (GBP),Gross Margin %,Location / Region,Sales Rep,Payment Terms,Order Status,Delivery Date,Lead Time (Days)
2024-05-03,PO-10609,Meridian Process Group,Compressor Units,41,1413.03,57934.08,62831.45,-4897.37,-8.45,Wales,Sarah Okonkwo,Net 30,Completed,2024-05-15,12
2024-05-06,INV-10243,Northgate Engineering Ltd,Compressor Units,13,1563.73,20328.49,14571.24,5757.25,28.32,North,Raj Patel,Net 60,Partially Returned,2024-05-09,3
2024-05-07,PO-11075,Apex Fluid Systems,Industrial Pumps,44,338.59,14897.98,9203.36,5694.62,38.22,Midlands,Sarah Okonkwo,Net 30,Completed,2024-05-27,20
2024-05-07,SO-10360,TechCore Manufacturing,Seals & Gaskets,32,130.25,4167.96,2309.18,1858.78,44.6,Inverness,Emma Thornton,Net 30,Completed,2024-05-23,16
2024-05-07,INV-11132,Pacific Offshore GmbH,Compressor Units,44,1602.76,70521.45,43482.63,27038.82,38.34,Germany,Sarah Okonkwo,Net 30,Partially Returned,2024-05-15,8
2024-05-10,PO-10116,Pacific Offshore GmbH,Maintenance Kits,30,124.2,3725.93,2172.72,1553.21,41.69,Birmingham,Raj Patel,Net 60,Completed,2024-05-12,2
2024-05-10,INV-10389,Pacific Offshore GmbH,Hydraulic Fittings,29,187.9,5449.14,3515.92,1933.22,35.48,Hamburg,Raj Patel,Net 60,Completed,2024-05-22,12
2024-05-14,PO-10239,TechCore Manufacturing,Industrial Pumps,19,500.99,9518.82,5104.42,4414.4,46.38,South,James Whitfield,Net 60,Completed,2024-05-20,6
2024-05-15,INV-10050,Northgate Engineering Ltd,Seals & Gaskets,95,132.1,12549.95,7109.2,5440.75,43.35,Hamburg,Claire Morrison,Net 30,Completed,2024-06-04,20
2024-05-15,SO-10714,Pacific Offshore GmbH,Compressor Units,44,1957.44,86127.55,58395.56,27731.99,32.2,Manchester,Claire Morrison,Immediate,Completed,2024-05-23,8
2024-05-15,PO-11587,Northgate Engineering Ltd,Valve Assemblies,37,218.47,8083.5,5042.26,3041.24,37.62,North,Raj Patel,Net 30,Completed,2024-05-19,4
2024-05-15,INV-11823,Apex Fluid Systems,Seals & Gaskets,13,61.07,793.94,424.67,369.27,46.51,Midlands,James Whitfield,Net 30,Completed,2024-05-20,5
2024-05-16,SO-10765,Apex Fluid Systems,Compressor Units,8,1805.71,14445.66,10155.19,4290.47,29.7,Aberdeen,Sarah Okonkwo,Immediate,Completed,2024-05-30,14
2024-05-17,PO-11537,BritOil Downstream Services,Valve Assemblies,53,146.04,7740.08,5253.53,2486.55,32.13,Scotland,Sarah Okonkwo,Immediate,Completed,2024-05-19,2
2024-05-17,PO-10815,Apex Fluid Systems,Compressor Units,17,2296.76,39045.0,26103.11,12941.89,33.15,Midlands,Claire Morrison,Net 60,Completed,2024-06-05,19
2024-05-20,INV-11393,Northgate Engineering Ltd,Compressor Units,20,2587.13,51742.56,36185.61,15556.95,30.07,North,Sarah Okonkwo,Net 30,Completed,2024-05-26,6
2024-05-21,INV-10459,Apex Fluid Systems,Seals & Gaskets,7,64.96,454.73,256.49,198.24,43.6,Midlands,James Whitfield,Net 60,Refunded,2024-06-01,11
2024-05-24,SO-11247,Pacific Offshore GmbH,Industrial Pumps,10,623.6,6236.05,3298.81,2937.24,47.1,Germany,Emma Thornton,Net 30,Completed,2024-05-28,4
2024-05-24,PO-11684,BritOil Downstream Services,Maintenance Kits,108,300.32,32435.08,19950.6,12484.48,38.49,London,Raj Patel,Net 45,Completed,2024-06-10,17
2024-05-27,PO-11437,Northgate Engineering Ltd,Seals & Gaskets,15,192.92,2893.73,1615.89,1277.84,44.16,Inverness,Emma Thornton,Net 60,Completed,2024-06-09,13
2024-05-27,SO-10608,Northgate Engineering Ltd,Hydraulic Fittings,38,197.95,7522.12,4632.01,2890.11,38.42,North,James Whitfield,Net 30,Completed,2024-06-16,20
2024-05-29,INV-11642,BritOil Downstream Services,Maintenance Kits,87,280.91,24439.51,15644.76,8794.75,35.99,Cardiff,Sarah Okonkwo,Net 45,Completed,2024-06-12,14
2024-05-30,PO-10479,Northgate Engineering Ltd,Industrial Pumps,93,448.65,41724.51,26662.36,15062.15,36.1,North,James Whitfield,Net 30,Completed,2024-06-15,16
2024-05-30,INV-11622,Northgate Engineering Ltd,Compressor Units,42,2609.92,109616.45,66802.47,42813.98,39.06,North,Claire Morrison,Net 30,Completed,2024-06-03,4
2024-05-31,SO-11237,BritOil Downstream Services,Maintenance Kits,118,150.1,17711.91,18165.48,-453.57,-2.56,Cardiff,Claire Morrison,Net 30,Completed,2024-06-16,16
2024-05-31,INV-12003,BritOil Downstream Services,Industrial Pumps,95,379.68,36069.72,20121.26,15948.46,44.22,Scotland,David Liang,Net 45,Completed,2024-06-14,14
2024-05-31,PO-10249,Valor Industrial Partners,Valve Assemblies,15,251.31,3769.6,2153.3,1616.3,42.88,Sheffield,James Whitfield,Net 30,Completed,2024-06-07,7
2024-05-31,INV-10909,Pacific Offshore GmbH,Hydraulic Fittings,37,167.03,6179.93,3924.31,2255.62,36.5,Germany,Sarah Okonkwo,Net 30,Completed,2024-06-06,6
2024-05-31,SO-11451,Pacific Offshore GmbH,Compressor Units,34,1721.84,58542.62,34775.95,23766.67,40.6,Germany,David Liang,Net 30,Completed,2024-06-07,7
2024-05-31,INV-11704,Pacific Offshore GmbH,Industrial Pumps,38,650.83,24731.54,15484.67,9246.87,37.39,Germany,Raj Patel,Immediate,Completed,2024-06-14,14
2024-05-31,INV-11528,BritOil Downstream Services,Maintenance Kits,80,127.64,10211.02,6543.44,3667.58,35.92,Birmingham,Claire Morrison,Immediate,Completed,2024-06-07,7
2024-05-31,SO-10225,Apex Fluid Systems,Seals & Gaskets,42,195.24,8199.87,4113.58,4086.29,49.83,Midlands,Claire Morrison,Net 60,Completed,2024-06-09,9
2024-06-03,INV-11814,BritOil Downstream Services,Maintenance Kits,34,265.39,9023.31,5522.99,3500.32,38.79,Scotland,Emma Thornton,Net 30,Partially Returned,2024-06-05,2
2024-06-03,INV-10014,Pacific Offshore GmbH,Maintenance Kits,2,311.79,623.58,370.03,253.55,40.66,Germany,James Whitfield,Net 30,Completed,2024-06-15,12
2024-06-04,SO-10166,BritOil Downstream Services,Valve Assemblies,45,180.62,8127.68,4663.85,3463.83,42.62,Scotland,Claire Morrison,Immediate,Completed,2024-06-16,12
2024-06-05,INV-11114,Pacific Offshore GmbH,Industrial Pumps,5,440.55,2202.77,1191.96,1010.81,45.89,Inverness,David Liang,Net 60,Completed,2024-06-19,14
2024-06-05,SO-10241,Meridian Process Group,Valve Assemblies,31,242.24,7509.31,4553.17,2956.14,39.37,Wales,Raj Patel,Net 45,Completed,2024-06-12,7
2024-06-10,PO-11852,Orion Subsea Ltd,Valve Assemblies,16,272.8,4364.86,2688.07,1676.79,38.42,Scotland,Sarah Okonkwo,Immediate,Completed,2024-06-16,6
2024-06-12,SO-10468,Meridian Process Group,Seals & Gaskets,25,113.28,2831.89,1602.14,1229.75,43.43,Cardiff,Claire Morrison,Net 60,Completed,2024-06-20,8
2024-06-13,INV-11472,BritOil Downstream Services,Maintenance Kits,25,315.71,7892.8,5384.97,2507.83,31.77,Scotland,David Liang,Net 60,Partially Returned,2024-06-23,10
2024-06-13,INV-11473,BritOil Downstream Services,Industrial Pumps,72,709.0,51047.74,49574.89,1472.85,2.89,Scotland,Claire Morrison,Net 45,Completed,2024-06-30,17
2024-06-13,SO-10308,Pacific Offshore GmbH,Hydraulic Fittings,14,74.26,1039.71,540.49,499.22,48.02,Birmingham,Claire Morrison,Net 45,Completed,2024-06-21,8
2024-06-14,PO-10425,Northgate Engineering Ltd,Valve Assemblies,27,280.62,7576.62,5056.81,2519.81,33.26,North,Sarah Okonkwo,Net 30,Completed,2024-06-15,1
2024-06-18,SO-11016,Pacific Offshore GmbH,Maintenance Kits,3,135.55,406.64,270.76,135.88,33.42,Germany,David Liang,Net 60,Completed,2024-07-05,17
2024-06-18,INV-10248,Apex Fluid Systems,Industrial Pumps,14,608.49,8518.9,5103.29,3415.61,40.09,Midlands,Claire Morrison,Net 30,Completed,2024-06-22,4
2024-06-19,PO-11702,Orion Subsea Ltd,Maintenance Kits,14,333.4,4667.63,2787.0,1880.63,40.29,Scotland,Claire Morrison,Net 30,Completed,2024-06-23,4
2024-06-20,SO-10554,Northgate Engineering Ltd,Hydraulic Fittings,87,216.31,18818.98,9561.19,9257.79,49.19,North,Sarah Okonkwo,Immediate,Completed,2024-07-01,11
2024-06-21,SO-10792,Pacific Offshore GmbH,Industrial Pumps,36,518.54,18667.52,16680.45,1987.07,10.64,Cardiff,Raj Patel,Net 60,Completed,2024-06-22,1
2024-06-25,SO-10568,Northgate Engineering Ltd,Hydraulic Fittings,67,116.05,7775.08,3917.54,3857.54,49.61,North,David Liang,Net 45,Completed,2024-07-15,20
2024-06-27,PO-10864,Northgate Engineering Ltd,Seals & Gaskets,26,132.9,3455.46,1917.67,1537.79,44.5,North,Sarah Okonkwo,Net 60,Completed,2024-07-06,9
2024-06-27,SO-11166,Pacific Offshore GmbH,Industrial Pumps,20,556.09,11121.72,12112.12,-990.4,-8.91,Germany,Emma Thornton,Immediate,Completed,2024-07-08,11
2024-06-28,INV-10893,Meridian Process Group,Seals & Gaskets,33,209.45,6911.91,3389.73,3522.18,50.96,Wales,Raj Patel,Net 30,Completed,2024-06-30,2
2024-06-28,SO-11908,Pacific Offshore GmbH,Industrial Pumps,7,685.89,4801.26,2967.2,1834.06,38.2,Germany,Raj Patel,Net 30,Partially Returned,2024-07-17,19
